Kods,Nosaukums,Vecāka kods,Spēkā no,Spēkā līdz,Līmenis,Saistītās klasif.
52.32,Starpniecības pakalpojumi pasažieru transporta jomā,52.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
53,Pasta un kurjeru darbība,H,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
53.1,Pasta darbība saskaņā ar universālā pakalpojuma saistībām,53,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
53.1,Pasta darbība saskaņā ar universālā pakalpojuma saistībām,53.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
53.2,Cita pasta un kurjeru darbība,53,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
53.2,Cita pasta un kurjeru darbība,53.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
53.3,Starpniecības pakalpojumi saistībā ar pasta un kurjeru darbību,53,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
53.3,Starpniecības pakalpojumi saistībā ar pasta un kurjeru darbību,53.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
I,IZMITINĀŠANA UN ĒDINĀŠANAS PAKALPOJUMI,,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
55,Izmitināšana,I,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
55.1,Izmitināšana viesnīcās un līdzīgās apmešanās vietās,55,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
55.1,Izmitināšana viesnīcās un līdzīgās apmešanās vietās,55.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
55.2,Izmitināšana viesu mājās un cita veida īslaicīgas apmešanās vietās,55,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
55.2,Izmitināšana viesu mājās un cita veida īslaicīgas apmešanās vietās,55.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
55.3,Izmitināšana kempingos un atpūtas transportlīdzekļu laukumos,55,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
55.3,Izmitināšana kempingos un atpūtas transportlīdzekļu laukumos,55.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
55.4,Starpniecības pakalpojumi izmitināšanas jomā,55,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
55.4,Starpniecības pakalpojumi izmitināšanas jomā,55.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
55.9,Cita izmitināšana,55,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
55.9,Cita izmitināšana,55.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
56,Ēdināšanas pakalpojumi,I,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
56.1,Restorānu un mobilo ēdināšanas vietu pakalpojumi,56,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
56.11,Restorānu pakalpojumi,56.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
56.12,Mobilo ēdināšanas vietu pakalpojumi,56.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
56.2,"Ēdināšana pasākumos, ēdināšanas pakalpojumi uz līguma pamata un citi ēdināšanas pakalpojumi",56,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
56.21,Ēdināšana pasākumos,56.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
56.22,Ēdināšanas pakalpojumi uz līguma pamata un citi ēdināšanas pakalpojumi,56.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
56.3,Bāru darbība,56,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
56.3,Bāru darbība,56.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
56.4,Starpniecības pakalpojumi saistībā ar ēdināšanu,56,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
56.4,Starpniecības pakalpojumi saistībā ar ēdināšanu,56.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
J,"IZDEVĒJDARBĪBA, APRAIDE UN SATURA PRODUCĒŠANAS UN IZPLATĪŠANAS DARBĪBAS",,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
58,Izdevējdarbība,J,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
58.1,"Grāmatu un laikrakstu izdošana un cita izdevējdarbība, izņemot programmatūras tiražēšanu",58,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
58.11,Grāmatu izdošana,58.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
58.12,Laikrakstu izdošana,58.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
58.13,Žurnālu un periodisko izdevumu izdošana,58.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
58.19,"Cita izdevējdarbība, izņemot programmatūras tiražēšanu",58.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
58.2,Programmatūras tiražēšana,58,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
58.21,Videospēļu tiražēšana,58.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
58.29,Cita programmatūras tiražēšana,58.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
59,"Kinofilmu, video filmu un televīzijas programmu producēšana, skaņu ierakstīšana un mūzikas izdošana",J,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
59.1,"Kinofilmu, video filmu un televīzijas programmu producēšana",59,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
59.11,"Kinofilmu, video filmu un televīzijas programmu producēšanas pakalpojumi",59.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
59.12,"Darbības pēc kinofilmu, video filmu un televīzijas programmu producēšanas",59.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
59.13,Kinofilmu un video filmu izplatīšana,59.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
59.14,Kinofilmu demonstrēšana,59.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
59.2,Skaņu ierakstīšana un mūzikas izdošana,59,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
59.2,Skaņu ierakstīšana un mūzikas izdošana,59.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
60,"Radio un televīzijas programmu veidošana, apraide, ziņu aģentūru darbība un citas satura izplatīšanas darbības",J,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
60.1,Radio programmu apraide un audio izplatīšana,60,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
60.1,Radio programmu apraide un audio izplatīšana,60.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
60.2,"Televīzijas programmu veidošana, apraide un video izplatīšana",60,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
60.2,"Televīzijas programmu veidošana, apraide un video izplatīšana",60.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
60.3,Ziņu aģentūru darbība un citas satura izplatīšanas darbības,60,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
60.31,Ziņu aģentūru darbība,60.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
60.39,Citas satura izplatīšanas darbības,60.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
K,"TELEKOMUNIKĀCIJA, DATORPROGRAMMĒŠANA, KONSULTĒŠANA, DATOŠANAS INFRASTRUKTŪRAS NODROŠINĀŠANA UN CITI INFORMĀCIJAS PAKALPOJUMI",,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
61,Telekomunikācijas pakalpojumi,K,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
61.1,"Kabeļu, bezvadu un satelītu telekomunikācijas pakalpojumi",61,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
61.1,"Kabeļu, bezvadu un satelītu telekomunikācijas pakalpojumi",61.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
61.2,Telekomunikācijas pakalpojumu tālākpārdošana un starpniecības pakalpojumi telekomunikācijas jomā,61,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
61.2,Telekomunikācijas pakalpojumu tālākpārdošana un starpniecības pakalpojumi telekomunikācijas jomā,61.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
61.9,Citi telekomunikācijas pakalpojumi,61,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
61.9,Citi telekomunikācijas pakalpojumi,61.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
62,"Datorprogrammēšana, konsultēšana un ar to saistītas darbības",K,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
62.1,Datorprogrammēšana,62,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
62.1,Datorprogrammēšana,62.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
62.2,Konsultēšana datoru pielietojumu jautājumos un datoriekārtu pārvaldība,62,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
62.2,Konsultēšana datoru pielietojumu jautājumos un datoriekārtu pārvaldība,62.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
62.9,Citi informācijas tehnoloģiju un datoru pakalpojumi,62,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
62.9,Citi informācijas tehnoloģiju un datoru pakalpojumi,62.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
63,"Datošanas infrastruktūra, datu apstrāde, mitināšana un citi informācijas pakalpojumi",K,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
63.1,"Datošanas infrastruktūra, datu apstrāde, mitināšana un ar to saistītas darbības",63,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
63.1,"Datošanas infrastruktūra, datu apstrāde, mitināšana un ar to saistītas darbības",63.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
63.9,Tīmekļa meklēšanas portālu darbība un citi informācijas pakalpojumi,63,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
63.91,Tīmekļa meklēšanas portālu darbība,63.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
63.92,Citi informācijas pakalpojumi,63.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
L,FINANŠU UN APDROŠINĀŠANAS DARBĪBAS,,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
64,"Finanšu pakalpojumi, izņemot apdrošināšanu un pensiju finansēšanu",L,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
64.1,Monetārā starpniecība,64,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
64.11,Centrālo banku darbība,64.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
64.19,Cita monetārā starpniecība,64.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
64.2,Pārvaldītājsabiedrību un finanšu konduītsabiedrību darbība,64,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
64.21,Pārvaldītājsabiedrību darbība,64.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
64.22,Finanšu konduītsabiedrību darbība,64.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
64.3,"Trastu, fondu un līdzīgu finanšu vienību darbība",64,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
64.31,"Naudas tirgus fondu un tādu ieguldījumu fondu, kas nav naudas tirgus fondi, darbība",64.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
64.32,"Darbība, kas saistīta ar trasta, mantojuma un aģentūru kontiem",64.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
64.9,"Citi finanšu pakalpojumi, izņemot apdrošināšanu un pensiju finansēšanu",64,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
64.91,Finanšu līzings,64.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
64.92,Cita kreditēšana,64.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
64.99,"Citur neklasificēti finanšu pakalpojumi, izņemot apdrošināšanu un pensiju finansēšanu",64.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
65,"Apdrošināšana, pārapdrošināšana un pensiju finansēšana, izņemot obligāto sociālo apdrošināšanu",L,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
65.1,Apdrošināšana,65,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
65.11,Dzīvības apdrošināšana,65.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
65.12,Nedzīvības apdrošināšana,65.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
65.2,Pārapdrošināšana,65,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
65.2,Pārapdrošināšana,65.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
65.3,Pensiju finansēšana,65,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
65.3,Pensiju finansēšana,65.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
66,Finanšu pakalpojumu un apdrošināšanas palīgdarbības,L,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
66.1,"Finanšu pakalpojumu palīgdarbības, izņemot apdrošināšanu un pensiju finansēšanu",66,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
66.11,Finanšu tirgu vadīšana,66.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
66.12,"Brokeru darbība saistībā ar vērtspapīriem un līgumiem, kuru bāzes aktīvs ir prece",66.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
66.19,"Citas finanšu pakalpojumu palīgdarbības, izņemot apdrošināšanu un pensiju finansēšanu",66.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
66.2,Apdrošināšanas un pensiju finansēšanas palīgdarbības,66,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
66.21,Riska un zaudējumu novērtēšana,66.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
66.22,Apdrošināšanas aģentu un brokeru darbība,66.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
66.29,Citur neklasificētas apdrošināšanas un pensiju finansēšanas palīgdarbības,66.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
66.3,Fondu pārvaldība,66,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
66.3,Fondu pārvaldība,66.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
M,OPERĀCIJAS AR NEKUSTAMO ĪPAŠUMU,,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
68,Operācijas ar nekustamo īpašumu,M,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
68.1,Operācijas ar savu nekustamo īpašumu un būvniecības projektu attīstīšana,68,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
68.11,Sava nekustamā īpašuma pirkšana un pārdošana,68.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
68.12,Būvniecības projektu attīstīšana,68.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
68.2,Sava vai nomāta nekustamā īpašuma izīrēšana un pārvaldīšana,68,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
68.2,Sava vai nomāta nekustamā īpašuma izīrēšana un pārvaldīšana,68.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
68.3,Operācijas ar nekustamo īpašumu uz līguma pamata vai par atlīdzību,68,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
68.31,Starpniecības pakalpojumi operācijās ar nekustamo īpašumu,68.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
68.32,Citas operācijas ar nekustamo īpašumu uz līguma pamata vai par atlīdzību,68.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
N,"PROFESIONĀLIE, ZINĀTNISKIE UN TEHNISKIE PAKALPOJUMI",,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
69,Juridiskie un grāmatvedības pakalpojumi,N,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
69.1,Juridiskie pakalpojumi,69,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
69.1,Juridiskie pakalpojumi,69.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
69.2,"Uzskaites, grāmatvedības un revīzijas pakalpojumi; konsultācijas nodokļu jautājumos",69,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
69.2,"Uzskaites, grāmatvedības un revīzijas pakalpojumi; konsultācijas nodokļu jautājumos",69.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
70,Centrālo biroju darbība un vadības konsultācijas,N,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
70.1,Centrālo biroju darbība,70,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
70.1,Centrālo biroju darbība,70.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
70.2,Uzņēmējdarbības konsultācijas un citas vadības konsultācijas,70,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
70.2,Uzņēmējdarbības konsultācijas un citas vadības konsultācijas,70.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
71,Arhitektūra un inženierija; tehniskā pārbaude un analīze,N,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
71.1,Arhitektūra un inženierija un ar to saistītas tehniskas konsultācijas,71,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
71.11,Arhitektūra,71.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
71.12,Inženierija un ar to saistītas tehniskas konsultācijas,71.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
71.2,Tehniskā pārbaude un analīze,71,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
71.2,Tehniskā pārbaude un analīze,71.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
72,Zinātniskā pētniecība un izstrāde,N,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
72.1,Pētniecība un eksperimentālā izstrāde dabaszinātnēs un inženierzinātnēs,72,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
72.1,Pētniecība un eksperimentālā izstrāde dabaszinātnēs un inženierzinātnēs,72.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
72.2,Pētniecība un eksperimentālā izstrāde sociālajās un humanitārajās zinātnēs,72,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
72.2,Pētniecība un eksperimentālā izstrāde sociālajās un humanitārajās zinātnēs,72.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
73,"Reklāmas, tirgus izpētes un sabiedrisko attiecību pakalpojumi",N,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
73.1,Reklāma,73,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
73.11,Reklāmas aģentūru darbība,73.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
73.12,Reklāmas izvietošana plašsaziņas līdzekļos,73.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
73.2,Tirgus un sabiedriskās domas izpēte,73,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
73.2,Tirgus un sabiedriskās domas izpēte,73.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
73.3,Sabiedrisko attiecību un komunikācijas pakalpojumi,73,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
73.3,Sabiedrisko attiecību un komunikācijas pakalpojumi,73.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
74,"Citi profesionālie, zinātniskie un tehniskie pakalpojumi",N,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
74.1,Specializēti dizaina pakalpojumi,74,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
74.11,Rūpniecības izstrādājumu un modes dizaina pakalpojumi,74.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
74.12,Grafiskā dizaina un vizuālās komunikācijas pakalpojumi,74.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
74.13,Interjera dizaina pakalpojumi,74.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
74.14,Citi specializētie dizaina pakalpojumi,74.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
74.2,Fotografēšanas pakalpojumi,74,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
74.2,Fotografēšanas pakalpojumi,74.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
74.3,Rakstiskās un mutiskās tulkošanas pakalpojumi,74,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
74.3,Rakstiskās un mutiskās tulkošanas pakalpojumi,74.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
74.9,"Citur neklasificēti profesionālie, zinātniskie un tehniskie pakalpojumi",74,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
74.91,Patentu starpniecības un tirgvedības pakalpojumi,74.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
74.99,"Citur neklasificēti pārējie profesionālie, zinātniskie un tehniskie pakalpojumi",74.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
75,Veterinārie pakalpojumi,N,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
75,Veterinārie pakalpojumi,75,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
75,Veterinārie pakalpojumi,75,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
O,ADMINISTRATĪVO UN ATBALSTA DIENESTU DARBĪBA,,01.01.2025,,1,NACE2 Vecā versija <-> Jaunā versija
77,Iznomāšanas un ekspluatācijas līzinga pakalpojumi,O,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
77.1,Mehānisko transportlīdzekļu iznomāšana un ekspluatācijas līzings,77,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
77.11,Automašīnu un citu vieglo mehānisko transportlīdzekļu iznomāšana un ekspluatācijas līzings,77.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
77.12,Kravas automašīnu iznomāšana un ekspluatācijas līzings,77.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
77.2,Personīgas lietošanas un mājsaimniecības preču iznomāšana un ekspluatācijas līzings,77,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
77.21,Atpūtas un sporta preču iznomāšana un ekspluatācijas līzings,77.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
77.22,Citu personīgas lietošanas un mājsaimniecības preču iznomāšana un ekspluatācijas līzings,77.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
77.3,"Citu mašīnu, aprīkojuma un materiālu līdzekļu iznomāšana un ekspluatācijas līzings",77,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
77.31,Lauksaimniecības mašīnu un aprīkojuma iznomāšana un ekspluatācijas līzings,77.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
77.32,Būvniecības mašīnu un aprīkojuma iznomāšana un ekspluatācijas līzings,77.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
77.33,"Biroju iekārtu, aprīkojuma un datoru iznomāšana un ekspluatācijas līzings",77.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
77.34,Ūdens transportlīdzekļu iznomāšana un ekspluatācijas līzings,77.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
77.35,Gaisa transportlīdzekļu iznomāšana un ekspluatācijas līzings,77.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
77.39,"Citur neklasificētu mašīnu, aprīkojuma un materiālu lietu iznomāšana un ekspluatācijas līzings",77.3,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
77.4,"Intelektuālā īpašuma un līdzīgu produktu, izņemot ar autortiesībām aizsargātu darbu, līzings",77,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
77.4,"Intelektuālā īpašuma un līdzīgu produktu, izņemot ar autortiesībām aizsargātu darbu, līzings",77.4,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
77.5,Materiālu līdzekļu un nefinanšu nemateriālu aktīvu iznomāšanas un ekspluatācijas līzinga starpniecības pakalpojumi,77,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
77.51,"Automašīnu, dzīvojamo piekabju un piekabju iznomāšanas un līzinga starpniecības pakalpojumi",77.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
77.52,Citu materiālu līdzekļu un nefinanšu nemateriālu aktīvu iznomāšanas un līzinga starpniecības pakalpojumi,77.5,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
78,Darbaspēka meklēšana un nodrošināšana ar personālu,O,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
78.1,Darbā iekārtošanas aģentūru darbība,78,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
78.1,Darbā iekārtošanas aģentūru darbība,78.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
78.2,Pagaidu darbā iekārtošanas aģentūru darbība un cita cilvēkresursu nodrošināšana,78,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
78.2,Pagaidu darbā iekārtošanas aģentūru darbība un cita cilvēkresursu nodrošināšana,78.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
79,Ceļojumu biroju un tūrisma operatoru darbība un citi rezervēšanas pakalpojumi un ar to saistītas darbības,O,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
79.1,Ceļojumu biroju un tūrisma operatoru darbība,79,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
79.11,Ceļojumu biroju darbība,79.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
79.12,Tūrisma operatoru darbība,79.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
79.9,Citi rezervēšanas pakalpojumi un ar to saistītas darbības,79,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
79.9,Citi rezervēšanas pakalpojumi un ar to saistītas darbības,79.9,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
80,Izmeklēšanas un drošības nodrošināšanas pakalpojumi,O,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
80,Izmeklēšanas un drošības nodrošināšanas pakalpojumi,80,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
80.01,Izmeklēšanas un personiskās drošības nodrošināšanas pakalpojumi,80,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
80.09,Citur neklasificēti drošības nodrošināšanas pakalpojumi,80,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
81,Ēku uzturēšanas un ainavu veidošanas pakalpojumi,O,01.01.2025,,2,NACE2 Vecā versija <-> Jaunā versija
81.1,Kombinēti ēku uzturēšanas un ekspluatācijas pakalpojumi,81,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
81.1,Kombinēti ēku uzturēšanas un ekspluatācijas pakalpojumi,81.1,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
81.2,Tīrīšanas pakalpojumi,81,01.01.2025,,3,NACE2 Vecā versija <-> Jaunā versija
81.21,Vispārīgi ēku tīrīšanas pakalpojumi,81.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
81.22,Citi ēku un ražošanas objektu tīrīšanas pakalpojumi,81.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
81.23,Citi tīrīšanas pakalpojumi,81.2,01.01.2025,,4,NACE2 Vecā versija <-> Jaunā versija
